,RP1,RP2,RP3,RP4,RP5,RP6,RP7,LP1,LP2,LP3,LP4,LP5,LP6,LP7,LP_sum,LP_mean,LP_std,LP_var,LP_min,LP_max,LP_sma,LP_quantile,LP_median,LP_mad,LP_skew,LP_kurt,RAX,RAY,RAZ,RA_sum,RA_mean,RA_std,RA_var,RA_min,RA_max,RA_sma,RA_quantile,RA_median,RA_mad,RA_skew,LAX,LAY,LAZ,LA_sum,LA_mean,LA_std,LA_var,LA_min,LA_max,LA_sma,LA_quantile,LA_median,LA_mad,LA_skew,label
896,1,27,27,25,23,23,42,39,1,1,8,9,6,2,66,9.428571428571429,13.451854182690983,180.9523809523809,1,39,9.42857142857143,6.0,6.0,8.448979591836736,2.320591848078601,5.687801717451524,28,228,184,440,146.66666666666666,105.09678079433895,11045.333333333332,28,228,133.60000000000008,184.0,184.0,79.11111111111111,-1.3968132831537152,200,184,116,500,166.66666666666666,44.60194315647395,1989.3333333333333,116,200,151.7333333333333,184.0,184.0,33.77777777777778,-1.484685071001874,5
897,1,27,26,25,23,23,42,39,1,1,8,9,6,2,66,9.428571428571429,13.451854182690983,180.9523809523809,1,39,9.42857142857143,6.0,6.0,8.448979591836736,2.320591848078601,5.687801717451524,68,12,148,228,76.0,68.35202996254024,4672.0,12,148,122.66666666666674,68.0,68.0,48.0,0.51947029714447,196,164,148,508,169.33333333333334,24.440403706431145,597.3333333333333,148,196,145.86666666666665,164.0,164.0,17.777777777777782,0.9352195295828207,5
898,1,26,26,25,23,23,41,39,1,1,8,9,6,2,66,9.428571428571429,13.451854182690983,180.9523809523809,1,39,9.42857142857143,6.0,6.0,8.448979591836736,2.320591848078601,5.687801717451524,40,220,76,336,112.0,95.24704719832526,9072.0,40,220,111.46666666666674,76.0,76.0,72.0,1.457862967321305,144,148,200,492,164.0,31.240998703626616,976.0,144,200,157.33333333333331,148.0,148.0,24.0,1.7001618482892749,5
899,1,25,26,25,23,23,41,39,1,1,8,9,6,2,66,9.428571428571429,13.451854182690983,180.9523809523809,1,39,9.42857142857143,6.0,6.0,8.448979591836736,2.320591848078601,5.687801717451524,76,104,76,256,85.33333333333333,16.165807537309522,261.33333333333337,76,104,109.33333333333341,76.0,76.0,12.444444444444443,1.7320508075688799,64,136,152,352,117.33333333333333,46.875722216658524,2197.3333333333335,64,152,156.8,136.0,136.0,35.55555555555556,-1.5078084839697155,5
900,1,24,25,24,22,22,39,39,1,1,8,9,6,2,66,9.428571428571429,13.451854182690983,180.9523809523809,1,39,9.42857142857143,6.0,6.0,8.448979591836736,2.320591848078601,5.687801717451524,76,104,48,228,76.0,28.0,784.0,48,104,99.20000000000007,76.0,76.0,18.666666666666668,0.0,248,12,60,320,106.66666666666667,124.72903965529973,15557.333333333334,12,248,144.8,60.0,60.0,94.22222222222223,1.4479656070082636,5
901,1,24,24,23,21,22,38,39,1,1,8,9,6,2,66,9.428571428571429,13.451854182690983,180.9523809523809,1,39,9.42857142857143,6.0,6.0,8.448979591836736,2.320591848078601,5.687801717451524,60,128,8,196,65.33333333333333,60.177515180782706,3621.333333333333,8,128,82.93333333333342,60.0,60.0,41.77777777777778,0.39568744920851545,148,176,216,540,180.0,34.17601498127012,1168.0,148,216,147.46666666666667,176.0,176.0,24.0,0.51947029714447,5
902,1,22,22,21,20,20,35,40,1,1,8,10,7,2,69,9.857142857142858,13.777137721948046,189.8095238095238,1,40,9.514285714285716,7.0,7.0,8.653061224489798,2.2737990416554945,5.503033925311602,56,200,208,464,154.66666666666666,85.54141297250901,7317.333333333333,56,208,98.66666666666674,200.0,200.0,65.77777777777779,-1.7150235688268116,24,152,124,300,100.0,67.29041536504289,4528.0,24,152,133.6,124.0,124.0,50.666666666666664,-1.400815905022759,5
903,1,21,21,21,19,19,34,40,1,1,8,10,7,2,69,9.857142857142858,13.777137721948046,189.8095238095238,1,40,9.600000000000003,7.0,7.0,8.653061224489798,2.2737990416554945,5.503033925311602,108,168,112,388,129.33333333333334,33.54598833442434,1125.3333333333335,108,168,102.13333333333341,112.0,112.0,25.777777777777782,1.7043872692093103,84,136,68,288,96.0,35.552777669262355,1264.0,68,136,120.0,84.0,84.0,26.666666666666668,1.3458329954115096,5
904,1,19,19,19,17,18,31,40,1,1,8,10,7,2,69,9.857142857142858,13.777137721948046,189.8095238095238,1,40,9.685714285714289,7.0,7.0,8.653061224489798,2.2737990416554945,5.503033925311602,132,180,92,404,134.66666666666666,44.06056437828881,1941.333333333333,92,180,112.00000000000007,132.0,132.0,30.222222222222218,0.27135476189986035,92,104,92,288,96.0,6.928203230275509,48.0,92,104,115.73333333333332,92.0,92.0,5.333333333333333,1.7320508075688774,5
905,1,16,16,16,14,15,25,40,1,1,8,10,7,2,69,9.857142857142858,13.777137721948046,189.8095238095238,1,40,9.771428571428576,7.0,7.0,8.653061224489798,2.2737990416554945,5.503033925311602,108,164,248,520,173.33333333333334,70.46512139586032,4965.333333333333,108,248,131.46666666666675,164.0,164.0,49.77777777777778,0.5855827262813867,232,12,80,324,108.0,112.64102272262978,12688.0,12,232,116.0,80.0,80.0,82.66666666666667,1.04947889259884,5
906,1,15,15,15,14,14,25,40,1,1,8,10,7,1,68,9.714285714285714,13.877010793806733,192.57142857142856,1,40,9.828571428571433,7.0,7.0,8.73469387755102,2.2499800206666754,5.405533640341998,164,112,212,488,162.66666666666666,50.01333155602947,2501.333333333333,112,212,150.9333333333334,164.0,164.0,33.77777777777778,-0.11988274768216253,240,192,196,628,209.33333333333334,26.63331247391757,709.3333333333333,192,240,121.86666666666667,196.0,196.0,20.444444444444446,1.6882017983707402,5
907,1,13,14,14,12,13,22,40,1,1,9,10,7,1,69,9.857142857142858,13.861560415150134,192.14285714285714,1,40,9.828571428571431,7.0,7.0,8.653061224489798,2.214634503145351,5.269308163237106,112,52,132,296,98.66666666666667,41.63331998932265,1733.3333333333333,52,132,139.7333333333334,112.0,112.0,31.11111111111111,-1.2933427807333973,196,244,24,464,154.66666666666666,115.67771320930117,13381.333333333332,24,244,132.8,196.0,196.0,87.11111111111113,-1.4026270559247218,5
908,1,11,11,11,10,10,17,40,1,1,9,10,7,1,69,9.857142857142858,13.861560415150134,192.14285714285714,1,40,9.828571428571431,7.0,7.0,8.653061224489798,2.214634503145351,5.269308163237106,60,252,220,532,177.33333333333334,102.86560811725818,10581.333333333332,60,252,149.3333333333334,220.0,220.0,78.22222222222221,-1.545392525695022,224,188,48,460,153.33333333333334,92.98028464859276,8645.333333333334,48,224,144.26666666666668,188.0,188.0,70.22222222222221,-1.4445494667196417,5
909,1,9,9,9,8,9,15,40,1,1,9,10,7,1,69,9.857142857142858,13.861560415150134,192.14285714285714,1,40,9.828571428571431,7.0,7.0,8.653061224489798,2.214634503145351,5.269308163237106,164,164,108,436,145.33333333333334,32.331615074619044,1045.3333333333335,108,164,151.46666666666675,164.0,164.0,24.888888888888886,-1.7320508075688799,156,160,180,496,165.33333333333334,12.858201014657272,165.33333333333331,156,180,158.13333333333335,160.0,160.0,9.77777777777778,1.5453925256950147,5
910,1,8,8,8,8,8,13,40,1,1,9,10,7,1,69,9.857142857142858,13.861560415150134,192.14285714285714,1,40,9.828571428571431,7.0,7.0,8.653061224489798,2.214634503145351,5.269308163237106,4,236,168,408,136.0,119.26441212700459,14224.0,4,236,144.00000000000006,168.0,168.0,88.0,-1.1204792230536822,220,192,220,632,210.66666666666666,16.165807537309522,261.33333333333337,192,220,178.66666666666669,220.0,220.0,12.444444444444448,-1.7320508075688723,5
911,1,7,8,8,7,7,12,40,1,1,9,10,7,1,69,9.857142857142858,13.861560415150134,192.14285714285714,1,40,9.85714285714286,7.0,7.0,8.653061224489798,2.214634503145351,5.269308163237106,216,76,168,460,153.33333333333334,71.1430483837552,5061.333333333333,76,216,142.1333333333334,168.0,168.0,51.55555555555555,-0.8882799300836135,96,200,56,352,117.33333333333333,74.33258594542056,5525.333333333334,56,200,160.26666666666668,96.0,96.0,55.11111111111111,1.1851150201789966,5
912,1,5,5,5,5,5,8,40,1,1,9,10,8,1,70,10.0,13.832329280830951,191.33333333333331,1,40,9.88571428571429,8.0,8.0,8.571428571428571,2.186817554272951,5.1766125605506925,244,112,176,532,177.33333333333334,66.01010023726167,4357.333333333333,112,244,157.86666666666676,176.0,176.0,44.44444444444445,0.09085809592814764,144,148,120,412,137.33333333333334,15.14375558880073,229.33333333333331,120,148,156.8,144.0,144.0,11.555555555555552,-1.597096992869742,5
913,1,4,4,4,3,4,6,40,1,1,10,11,8,1,72,10.285714285714286,13.828886261666021,191.2380952380952,1,40,9.971428571428575,8.0,8.0,8.693877551020408,2.101838507265935,4.832574334137552,4,240,132,376,125.33333333333333,118.14115850681901,13957.333333333334,4,240,147.46666666666675,132.0,132.0,80.8888888888889,-0.25312491553338673,56,180,212,448,149.33333333333334,82.397410962562,6789.333333333333,56,212,156.00000000000003,180.0,180.0,62.22222222222222,-1.4428186924309299,5
914,1,3,4,4,3,3,5,40,1,1,10,11,8,1,72,10.285714285714286,13.828886261666021,191.2380952380952,1,40,10.05714285714286,8.0,8.0,8.693877551020408,2.101838507265935,4.832574334137552,248,88,40,376,125.33333333333333,108.90974856886473,11861.333333333334,40,248,143.46666666666675,88.0,88.0,81.77777777777777,1.3613013963760077,0,100,16,116,38.666666666666664,53.71529887595649,2885.333333333333,0,100,130.66666666666669,16.0,16.0,40.888888888888886,1.560772070841132,5
915,1,3,3,3,3,3,5,39,1,1,11,11,8,1,72,10.285714285714286,13.474844287465015,181.57142857142856,1,39,10.142857142857148,8.0,8.0,8.612244897959183,2.0277315896436914,4.538960568662057,56,204,212,472,157.33333333333334,87.84835418682204,7717.333333333333,56,212,147.73333333333343,204.0,204.0,67.55555555555556,-1.715905350180249,88,212,48,348,116.0,85.5102333057278,7312.0,48,212,111.73333333333335,88.0,88.0,64.0,1.315516854815218,5
916,1,3,3,3,3,3,5,33,5,1,11,9,6,1,66,9.428571428571429,11.043205193800436,121.95238095238092,1,33,10.05714285714286,6.0,6.0,7.183673469387756,2.0402205337252863,4.619880827374727,40,176,4,220,73.33333333333333,90.71567303026161,8229.333333333334,4,176,131.73333333333343,40.0,40.0,68.44444444444444,1.430262724084327,156,224,60,440,146.66666666666666,82.397410962562,6789.333333333334,60,224,117.6,156.0,156.0,57.77777777777778,-0.5031846873695274,5
917,1,2,2,2,2,2,3,31,8,1,10,9,6,1,66,9.428571428571429,10.179344164485627,103.6190476190476,1,31,9.942857142857147,8.0,8.0,6.326530612244899,1.9460635592229343,4.456060263029844,80,216,148,444,148.0,68.0,4624.0,80,216,125.86666666666676,148.0,148.0,45.333333333333336,0.0,220,248,128,596,198.66666666666666,62.78003929063229,3941.3333333333335,128,248,129.86666666666665,220.0,220.0,47.111111111111114,-1.3525756055774796,5
918,1,1,1,1,1,1,1,26,9,3,9,8,4,1,60,8.571428571428571,8.303757038376121,68.95238095238096,1,26,9.600000000000005,8.0,8.0,5.224489795918367,1.8711326532580024,4.116420820487777,204,216,148,568,189.33333333333334,36.29508690350987,1317.3333333333335,148,216,138.66666666666677,204.0,204.0,27.555555555555554,-1.5214916611602654,140,248,128,516,172.0,66.09084656743322,4368.0,128,248,134.39999999999998,140.0,140.0,50.666666666666664,1.6680336834432488,5
919,1,1,1,1,1,1,1,18,7,6,6,6,3,1,47,6.714285714285714,5.407226205560041,29.238095238095234,1,18,8.88571428571429,6.0,6.0,3.3061224489795924,1.7688960075445708,4.142112913664867,204,40,144,388,129.33333333333334,82.97790870667525,6885.333333333333,40,204,139.46666666666675,144.0,144.0,59.55555555555555,-0.7705428291635981,216,216,52,484,161.33333333333334,94.68544414709862,8965.333333333334,52,216,158.93333333333334,216.0,216.0,72.88888888888889,-1.7320508075688787,5
920,1,0,0,0,0,0,0,14,6,5,5,5,2,1,38,5.428571428571429,4.197504927816955,17.61904761904762,1,14,7.91428571428572,5.0,5.0,2.6122448979591835,1.5854978730415321,3.5006340394448507,244,180,184,608,202.66666666666666,35.85154575933001,1285.3333333333335,180,244,148.53333333333342,184.0,184.0,27.555555555555554,1.7078263843533417,216,216,176,608,202.66666666666666,23.094010767585033,533.3333333333334,176,216,176.26666666666665,216.0,216.0,17.777777777777782,-1.7320508075688732,5
921,1,0,0,0,0,0,0,12,5,5,5,4,2,1,34,4.857142857142857,3.532165125838609,12.476190476190476,1,12,7.000000000000004,5.0,5.0,2.1632653061224496,1.498983286431876,3.269250043703744,140,88,48,276,92.0,46.130250378683186,2128.0,48,140,152.26666666666674,88.0,88.0,32.0,0.38726565556190023,16,148,72,236,78.66666666666667,66.25204399362583,4389.333333333333,16,148,162.66666666666666,72.0,72.0,46.22222222222223,0.4482312016771612,5
922,1,0,0,0,0,0,0,10,4,4,4,3,2,1,28,4.0,2.8867513459481287,8.333333333333332,1,10,5.914285714285718,4.0,4.0,1.7142857142857142,1.745907214029428,3.9676799999999997,228,4,132,364,121.33333333333333,112.38030669709589,12629.333333333334,4,228,146.93333333333342,132.0,132.0,78.22222222222223,-0.4232731602680059,188,176,112,476,158.66666666666666,40.85747585611883,1669.3333333333335,112,188,154.66666666666666,176.0,176.0,31.111111111111114,-1.5654824484776393,5
923,1,0,0,0,0,0,0,18,8,8,8,6,4,1,53,7.571428571428571,5.287001130355558,27.95238095238095,1,18,5.714285714285718,8.0,8.0,3.3469387755102042,1.2649712823514214,2.878965316090536,128,160,96,384,128.0,32.0,1024.0,96,160,134.66666666666674,128.0,128.0,21.333333333333332,0.0,216,208,120,544,181.33333333333334,53.26662494783515,2837.3333333333335,120,216,156.53333333333333,208.0,208.0,40.888888888888886,-1.6882017983707454,5
924,1,0,0,0,0,0,0,23,10,10,10,8,6,1,68,9.714285714285714,6.701101544131525,44.904761904761905,1,23,6.3142857142857185,10.0,10.0,4.040816326530612,1.2616909214540453,3.1910825876666706,232,216,252,700,233.33333333333334,18.036999011291577,325.3333333333333,216,252,155.46666666666675,232.0,232.0,12.444444444444448,0.3308318147058942,120,116,68,304,101.33333333333333,28.93671255228094,837.3333333333334,68,120,144.53333333333333,116.0,116.0,22.222222222222225,-1.6948914255083605,5
925,1,1,0,0,0,0,0,26,11,11,11,9,7,1,76,10.857142857142858,7.581305327988741,57.47619047619047,1,26,7.400000000000003,11.0,11.0,4.448979591836735,1.3123678633545084,3.3944101276110317,244,0,80,324,108.0,124.3864944437297,15472.0,0,244,136.53333333333342,80.0,80.0,90.66666666666667,0.9616422233149283,184,168,164,516,172.0,10.583005244258363,112.0,164,184,138.4,168.0,168.0,8.0,1.457862967321305,5
926,1,1,0,0,0,0,0,29,13,12,13,10,8,1,86,12.285714285714286,8.479667558622914,71.9047619047619,1,29,8.88571428571429,12.0,12.0,5.183673469387755,1.2024087524160019,3.141565369939915,216,232,112,560,186.66666666666666,65.15622252197662,4245.333333333333,112,232,155.46666666666675,216.0,216.0,49.77777777777778,-1.61529055985835,136,28,144,308,102.66666666666667,64.78682993736716,4197.333333333333,28,144,143.2,136.0,136.0,49.77777777777777,-1.7023868763703887,5
927,1,1,0,1,1,1,1,30,13,13,13,11,8,2,90,12.857142857142858,8.55235974119758,73.14285714285714,2,30,10.657142857142862,13.0,13.0,5.020408163265306,1.3566705244060835,3.395132446289061,160,156,240,556,185.33333333333334,47.384948383778294,2245.3333333333335,156,240,168.26666666666674,160.0,160.0,36.44444444444445,1.718175913165954,44,228,64,336,112.0,100.9554357129917,10192.0,44,228,133.86666666666667,64.0,64.0,77.33333333333333,1.655890179850645,5
928,1,1,0,0,0,0,0,33,15,14,15,12,9,2,100,14.285714285714286,9.446591726019244,89.23809523809524,2,33,12.000000000000005,14.0,14.0,5.755102040816326,1.2568779009717281,3.1703082910672222,216,48,120,384,128.0,84.2852300228219,7104.0,48,216,168.26666666666674,120.0,120.0,58.666666666666664,0.4232731602680063,220,224,16,460,153.33333333333334,118.95097029168502,14149.333333333332,16,224,128.26666666666668,220.0,220.0,91.55555555555554,-1.7298476478019809,5
929,1,1,0,0,0,0,0,34,15,14,15,12,9,2,101,14.428571428571429,9.778499251881529,95.6190476190476,2,34,12.94285714285715,14.0,14.0,5.918367346938775,1.3482808565002158,3.352717615593402,156,28,140,324,108.0,69.74238309665078,4864.0,28,156,143.20000000000007,140.0,140.0,53.333333333333336,-1.6300591617118865,224,60,52,336,112.0,97.07728879609277,9424.0,52,224,130.4,60.0,60.0,74.66666666666667,1.718827186679388,5
930,1,1,0,0,0,0,0,35,15,14,15,12,9,3,103,14.714285714285714,9.911513266807203,98.2380952380952,3,35,13.714285714285719,14.0,14.0,5.959183673469388,1.5656522976279768,3.7533302991633644,156,28,140,324,108.0,69.74238309665078,4864.0,28,156,143.20000000000007,140.0,140.0,53.333333333333336,-1.6300591617118865,172,48,232,452,150.66666666666666,93.83673765286883,8805.333333333332,48,232,126.13333333333333,172.0,172.0,68.44444444444444,-0.9701760842164001,5
931,1,1,0,0,0,0,0,35,15,15,16,12,10,3,106,15.142857142857142,9.82222940457972,96.47619047619048,3,35,14.285714285714288,15.0,15.0,5.918367346938775,1.4461023136663897,3.525364340571583,0,44,52,96,32.0,28.0,784.0,0,52,112.26666666666674,44.0,44.0,21.333333333333332,-1.5743440233236154,84,64,28,176,58.666666666666664,28.37839553839035,805.3333333333334,28,84,117.33333333333333,64.0,64.0,20.444444444444446,-0.815843089137093,5
932,1,1,0,0,0,0,0,35,15,15,16,12,10,4,107,15.285714285714286,9.621404708847278,92.57142857142856,4,35,14.771428571428576,15.0,15.0,5.836734693877551,1.5827942139987399,3.7580723212924845,28,60,120,208,69.33333333333333,46.70474636836532,2181.3333333333335,28,120,89.06666666666675,60.0,60.0,33.77777777777778,0.8633541882077332,16,132,96,244,81.33333333333333,59.374517541899515,3525.333333333333,16,132,111.2,96.0,96.0,43.555555555555564,-1.0437603722639661,5
933,1,1,0,0,0,0,0,36,15,15,16,13,10,4,109,15.571428571428571,9.913915184512842,98.28571428571429,4,36,15.02857142857143,15.0,15.0,5.959183673469387,1.6249476340509388,3.9283075310978894,152,152,124,428,142.66666666666666,16.165807537309522,261.33333333333337,124,152,92.00000000000007,152.0,152.0,12.444444444444448,-1.7320508075688723,92,132,96,320,106.66666666666667,22.03028218914441,485.33333333333337,92,132,101.86666666666665,96.0,96.0,16.88888888888889,1.6680336834432474,5
934,1,1,0,0,0,0,0,36,15,15,16,13,10,4,109,15.571428571428571,9.913915184512842,98.28571428571429,4,36,15.257142857142858,15.0,15.0,5.959183673469387,1.6249476340509388,3.9283075310978894,56,140,220,416,138.66666666666666,82.00812967830282,6725.333333333333,56,220,98.1333333333334,140.0,140.0,55.111111111111114,-0.07314413803493672,92,224,4,320,106.66666666666667,110.73090505063766,12261.333333333332,4,224,100.79999999999998,92.0,92.0,78.22222222222223,0.5855827262813877,5
935,1,1,0,0,0,0,0,37,15,15,16,13,11,5,112,16.0,9.983319421247957,99.66666666666666,5,37,15.514285714285716,15.0,15.0,6.0,1.8235099475532786,4.457674970078633,124,224,124,472,157.33333333333334,57.735026918962575,3333.333333333333,124,224,108.00000000000007,124.0,124.0,44.44444444444445,1.7320508075688759,128,168,44,340,113.33333333333333,63.28770286029769,4005.333333333333,44,168,93.33333333333333,128.0,128.0,46.22222222222223,-0.9868487871562068,5
936,1,1,0,0,0,0,0,37,15,14,16,13,12,5,112,16.0,9.93310961716756,98.66666666666666,5,37,15.685714285714289,14.0,14.0,6.0,1.8641586175480067,4.6415357925493055,200,228,56,484,161.33333333333334,92.28939989691847,8517.333333333334,56,228,133.86666666666673,200.0,200.0,70.22222222222221,-1.5544199123834672,164,120,116,400,133.33333333333334,26.63331247391757,709.3333333333333,116,164,108.26666666666668,120.0,120.0,20.444444444444446,1.6882017983707402,5
937,1,1,0,0,0,0,0,38,15,14,17,14,12,6,116,16.571428571428573,10.06408039940631,101.28571428571428,6,38,15.942857142857145,14.0,14.0,6.244897959183675,1.9513882330331445,4.783677521131688,124,192,156,472,157.33333333333334,34.019602192461534,1157.3333333333335,124,192,151.46666666666675,156.0,156.0,23.111111111111114,0.17609798539812652,36,152,224,412,137.33333333333334,94.85427419643952,8997.333333333332,36,224,119.46666666666667,152.0,152.0,67.55555555555556,-0.6791686671351478,5
938,1,0,0,0,0,0,0,38,15,14,17,14,13,7,118,16.857142857142858,9.82222940457972,96.47619047619048,7,38,16.200000000000003,14.0,14.0,6.081632653061225,2.0641978357497255,5.110640060262977,72,168,232,472,157.33333333333334,80.53156730955467,6485.333333333334,72,232,154.4000000000001,168.0,168.0,56.888888888888886,-0.5855827262813887,12,248,184,444,148.0,122.04917041913886,14896.0,12,248,127.73333333333335,184.0,184.0,90.66666666666667,-1.2118515633718108,5
939,1,1,0,0,0,0,0,38,15,14,17,14,13,7,118,16.857142857142858,9.82222940457972,96.47619047619048,7,38,16.457142857142863,14.0,14.0,6.081632653061225,2.0641978357497255,5.110640060262977,184,76,248,508,169.33333333333334,86.9329243344162,7557.333333333333,76,248,160.53333333333345,184.0,184.0,62.22222222222222,-0.7375960684042797,152,28,208,388,129.33333333333334,92.11586906355133,8485.333333333332,28,208,132.2666666666667,152.0,152.0,67.55555555555556,-1.040255181118236,5
940,1,1,0,0,0,1,0,38,15,14,17,14,13,7,118,16.857142857142858,9.82222940457972,96.47619047619048,7,38,16.628571428571433,14.0,14.0,6.081632653061225,2.0641978357497255,5.110640060262977,64,224,84,372,124.0,87.17797887081348,7600.0,64,224,153.86666666666676,84.0,84.0,66.66666666666667,1.6300591617118865,12,56,184,252,84.0,89.3532316147547,7984.0,12,184,126.40000000000002,56.0,56.0,66.66666666666667,1.2716636259885985,5
941,1,1,0,0,0,0,0,39,15,14,17,15,14,8,122,17.428571428571427,9.913915184512842,98.28571428571428,8,39,16.914285714285718,15.0,15.0,6.163265306122448,2.1767911923965486,5.458729380746355,4,204,32,240,80.0,108.29589096544707,11728.0,4,204,137.60000000000008,32.0,32.0,82.66666666666667,1.602703157912692,116,232,24,372,124.0,104.23051376636306,10864.0,24,232,124.53333333333335,116.0,116.0,72.0,0.34335361233092915,5
942,1,1,0,0,0,1,0,39,15,13,17,15,14,8,121,17.285714285714285,9.978548420057326,99.57142857142857,8,39,17.057142857142864,15.0,15.0,6.20408163265306,2.183967595431784,5.438403570127356,48,180,128,356,118.66666666666667,66.4931074122223,4421.333333333333,48,180,129.86666666666673,128.0,128.0,47.11111111111111,-0.6191994717448028,60,172,204,436,145.33333333333334,75.61305002004174,5717.333333333334,60,204,126.13333333333335,172.0,172.0,56.888888888888886,-1.3896361387064935,5
943,1,1,0,0,0,1,0,39,15,13,17,15,14,9,122,17.428571428571427,9.829498848824777,96.6190476190476,9,39,17.171428571428578,15.0,15.0,6.163265306122448,2.2807400093327654,5.706131035908362,104,36,120,260,86.66666666666667,44.60194315647395,1989.3333333333333,36,120,115.73333333333339,104.0,104.0,33.77777777777778,-1.4846850710018769,0,248,72,320,106.66666666666667,127.58265294832732,16277.333333333334,0,248,117.86666666666667,72.0,72.0,94.22222222222223,1.1324604352180916,5
944,1,1,0,0,0,1,0,41,15,12,18,16,15,9,126,18.0,10.55146119422961,111.33333333333333,9,41,17.400000000000006,15.0,15.0,6.571428571428571,2.2166808109645837,5.438316182007243,216,36,12,264,88.0,111.49887891813083,12432.0,12,216,99.46666666666673,36.0,36.0,85.33333333333333,1.6422070686351318,104,28,188,320,106.66666666666667,80.0333263917809,6405.333333333333,28,188,113.33333333333333,104.0,104.0,54.22222222222223,0.149771080485256,5
945,1,1,0,0,0,1,0,42,16,10,18,16,15,10,127,18.142857142857142,10.96096971726759,120.14285714285714,10,42,17.657142857142862,16.0,16.0,6.816326530612242,2.2056208334209293,5.362124247646976,224,112,24,360,120.0,100.23971268913334,10048.0,24,224,98.66666666666671,112.0,112.0,69.33333333333333,0.3568515878320196,192,192,160,544,181.33333333333334,18.475208614068023,341.3333333333333,160,192,132.8,192.0,192.0,14.22222222222222,-1.732050807568882,5
946,1,1,0,0,0,1,0,42,16,7,19,16,15,10,125,17.857142857142858,11.393398255547982,129.80952380952382,7,42,17.742857142857147,16.0,16.0,7.224489795918369,1.9362489034561068,4.502023879179806,124,100,16,240,80.0,56.7097875150313,3216.0,16,124,98.66666666666671,100.0,100.0,42.666666666666664,-1.3896361387064922,136,120,164,420,140.0,22.271057451320086,496.0,120,164,136.0,136.0,136.0,16.0,0.7821521217295038,5
947,1,1,0,0,0,1,0,44,16,5,19,17,16,11,128,18.285714285714285,12.270755012281377,150.57142857142856,5,44,17.94285714285715,16.0,16.0,7.551020408163265,1.799035332344036,4.300006121074862,172,100,16,288,96.0,78.07688518377255,6096.0,16,172,94.13333333333338,100.0,100.0,53.333333333333336,-0.22993688673998364,220,96,20,336,112.0,100.9554357129917,10192.0,20,220,129.33333333333331,96.0,96.0,72.0,0.6952723473206561,5
948,1,1,0,0,0,1,0,45,16,2,19,17,16,11,126,18.0,13.19090595827292,174.0,2,45,18.057142857142864,16.0,16.0,8.0,1.5480884876118155,3.839186154049411,172,104,76,352,117.33333333333333,49.36935621752965,2437.3333333333335,76,172,100.26666666666671,104.0,104.0,36.44444444444444,1.1266833648798933,240,24,116,380,126.66666666666667,108.39434179574751,11749.333333333334,24,240,133.33333333333331,116.0,116.0,75.55555555555556,0.4385393048515943,5
949,1,1,0,0,0,1,0,45,16,2,19,17,16,12,127,18.142857142857142,13.107613200332233,171.8095238095238,2,45,18.085714285714293,16.0,16.0,7.918367346938774,1.5451701183060922,3.922088202614537,144,188,12,344,114.66666666666667,91.59330397650983,8389.333333333332,12,188,105.60000000000005,144.0,144.0,68.44444444444444,-1.2933427807333964,240,24,116,380,126.66666666666667,108.39434179574751,11749.333333333334,24,240,137.33333333333331,116.0,116.0,75.55555555555556,0.4385393048515943,5
950,1,1,0,0,0,1,0,46,15,1,19,18,17,13,129,18.428571428571427,13.587459203951544,184.61904761904754,1,46,18.14285714285715,17.0,17.0,8.040816326530614,1.4382506316282155,3.78920826239999,212,216,0,428,142.66666666666666,123.56914393704172,15269.333333333332,0,216,110.13333333333337,212.0,212.0,95.11111111111113,-1.7300092311196107,208,236,176,620,206.66666666666666,30.02221399786054,901.3333333333334,176,236,142.39999999999998,208.0,208.0,20.444444444444446,-0.1994578308215384,5
951,1,1,0,0,0,1,0,48,12,1,20,18,17,14,130,18.571428571428573,14.397420403867988,207.28571428571425,1,48,18.285714285714292,17.0,17.0,8.816326530612244,1.5387261391898053,3.806488075193279,156,248,140,544,181.33333333333334,58.286647985051715,3397.333333333333,140,248,130.40000000000003,156.0,156.0,44.44444444444445,1.5863783795334643,244,156,168,568,189.33333333333334,47.72141378179542,2277.3333333333335,156,244,152.26666666666665,168.0,168.0,36.44444444444445,1.6096544968602993,5
952,1,1,0,0,0,1,0,49,12,1,20,19,18,15,134,19.142857142857142,14.667748877822293,215.14285714285714,1,49,18.457142857142863,18.0,18.0,8.77551020408163,1.494185293456461,3.7337135742113414,248,136,156,540,180.0,59.732738092272314,3568.0,136,248,147.20000000000005,156.0,156.0,45.333333333333336,1.5161706178883696,12,228,212,452,150.66666666666666,120.35503036156541,14485.333333333332,12,228,159.99999999999997,212.0,212.0,92.44444444444446,-1.6976773241400445,5
953,1,0,0,0,0,1,0,50,11,1,20,19,18,16,135,19.285714285714285,15.052289811567826,226.57142857142858,1,50,18.714285714285715,18.0,18.0,8.979591836734693,1.5226114892965115,3.750465374040507,88,220,188,496,165.33333333333334,68.85734044626858,4741.333333333334,88,220,156.80000000000004,188.0,188.0,51.55555555555555,-1.3208051751507563,44,244,188,476,158.66666666666666,103.17622465148321,10645.333333333332,44,244,166.39999999999998,188.0,188.0,76.44444444444444,-1.1759556209047726,5
